total_reward
4680.0
4770.0
160.0
6390.0
2970.0
4410.0
4230.0
4050.0
5670.0
1650.0
4050.0
4140.0
4500.0
4230.0
4410.0
960.0
3060.0
2700.0
2790.0
2880.0
2700.0
2790.0
2790.0
2700.0
2790.0
2700.0
2700.0
2880.0
2790.0
3150.0
3690.0
-2190.0
3960.0
4230.0
4410.0
4230.0
4410.0
4500.0
4500.0
4500.0
4500.0
4500.0
4500.0
4500.0
4500.0
4500.0
4500.0
4500.0
4590.0
4500.0
4500.0
4500.0
4410.0
4230.0
4140.0
3960.0
4050.0
4230.0
4500.0
4410.0
4410.0
4320.0
4410.0
4410.0
4410.0
4320.0
4140.0
4140.0
4500.0
4500.0
4410.0
4410.0
4500.0
4320.0
4140.0
4140.0
3960.0
3960.0
4050.0
4050.0
4050.0
4050.0
4050.0
4050.0
4050.0
4050.0
4140.0
4140.0
4140.0
3960.0
4050.0
4230.0
4410.0
4410.0
4410.0
4410.0
4500.0
4320.0
4320.0
4140.0
3960.0
4230.0
4410.0
3960.0
4050.0
6660.0
3780.0
3690.0
2560.0
4950.0
3330.0
3690.0
3150.0
2970.0
2970.0
2880.0
2790.0
2880.0
3420.0
2950.0
4140.0
3510.0
3600.0
4140.0
3780.0
4320.0
4590.0
4590.0
4050.0
4230.0
3870.0
4500.0
4950.0
4320.0
4410.0
3780.0
4410.0
3690.0
4420.0
4680.0
5670.0
2520.0
3420.0
3780.0
3960.0
3780.0
4230.0
4320.0
4140.0
4050.0
4590.0
3600.0
3960.0
5040.0
3690.0
5580.0
3560.0
5400.0
3870.0
3780.0
4320.0
3900.0
4050.0
3600.0
4680.0
5220.0
3780.0
4050.0
3960.0
3960.0
3690.0
5040.0
5040.0
3510.0
3560.0
5040.0
3330.0
4050.0
4500.0
3780.0
3780.0
3510.0
4050.0
4950.0
4660.0
5400.0
4680.0
4950.0
5570.0
5670.0
3420.0
4410.0
5220.0
4260.0
4550.0
2610.0
2580.0
910.0
1420.0
4860.0
4140.0
3870.0
4050.0
3870.0
3960.0
3370.0
820.0
1530.0
600.0
3080.0
4690.0
5490.0
4590.0
2040.0
2030.0
2450.0
5040.0
2140.0
4860.0
4320.0
4410.0
4410.0
4140.0
4140.0
4230.0
4230.0
4410.0
4680.0
4500.0
4590.0
4500.0
4860.0
5580.0
5580.0
4860.0
3280.0
4770.0
4860.0
3060.0
2180.0
2020.0
1090.0
820.0
1260.0
1820.0
2290.0
1960.0
760.0
740.0
1090.0
290.0
-170.0
720.0
820.0
890.0
610.0
1630.0
1840.0
2240.0
3100.0
2700.0
2530.0
3080.0
3500.0
4860.0
4750.0
4950.0
4620.0
5040.0
4860.0
4950.0
4860.0
4860.0
3510.0
3300.0
5130.0
4410.0
4860.0
5130.0
5220.0
4140.0
3220.0
4080.0
5040.0
4230.0
3960.0
4860.0
4590.0
4590.0
4500.0
4410.0
3960.0
3780.0
4410.0
4500.0
4140.0
4680.0
3150.0
4050.0
4950.0
4500.0
-2540.0
4500.0
4770.0
4320.0
4230.0
4680.0
4770.0
4000.0
3690.0
3780.0
3780.0
4860.0
2790.0
3960.0
3240.0
3150.0
5040.0
3830.0
4860.0
3150.0
3420.0
5580.0
3510.0
4770.0
4590.0
4410.0
4230.0
3690.0
5850.0
3240.0
5220.0
4950.0
4500.0
4500.0
4320.0
4230.0
4410.0
4410.0
4590.0
4320.0
4680.0
4770.0
4410.0
4860.0
5130.0
4410.0
4320.0
4410.0
4950.0
4320.0
4590.0
4320.0
4860.0
4590.0
4320.0
4230.0
4500.0
4410.0
4320.0
4410.0
4320.0
4410.0
4410.0
4410.0
4140.0
4230.0
4590.0
4410.0
4410.0
4320.0
4320.0
4320.0
4230.0
4500.0
4410.0
4410.0
4230.0
4050.0
4410.0
4320.0
4320.0
4410.0
4410.0
4140.0
4410.0
4590.0
4140.0
4230.0
4590.0
4950.0
4320.0
4590.0
4680.0
4410.0
4410.0
4230.0
4230.0
4500.0
4410.0
4230.0
4320.0
4500.0
4230.0
4230.0
4230.0
4410.0
4410.0
4230.0
4500.0
4230.0
4230.0
4320.0
4500.0
4230.0
4320.0
4320.0
4410.0
4320.0
4410.0
4410.0
4320.0
4410.0
4410.0
4410.0
4320.0
4320.0
4320.0
4410.0
4410.0
4410.0
4410.0
4410.0
4320.0
4230.0
4320.0
4410.0
4410.0
4320.0
4500.0
4410.0
4410.0
4410.0
4230.0
4500.0
4230.0
4320.0
4320.0
4320.0
4320.0
4500.0
4410.0
4320.0
4230.0
4320.0
4320.0
4320.0
4320.0
4320.0
4320.0
4320.0
4320.0
4320.0
4320.0
4320.0
4320.0
4320.0
